,Name,LineA,LineB,LineC,Concatenated
6099,Phil ," I did a little scouting, And the other team only has two",,,
6100,shooters. If we isolate both of them -Jay ," Good, Phil, good. Thank you. Good. Manny, pay attention! What are you looking at?",,,
6101,Manny , What?,,,
6102,Mitchell , And that was in 2004.,,,
6103,Charlie ," So, tell me this, What are the regulatory challenges of a solar farm?",,,
6104,Mitchell ," well, you know, it could be anything. Agriculture, military, protected species, ironically, even some environmental groups. I think you got all of it. Mm. I think you got it.",,,
6105,Cameron ," Yeah, I'm just gonna freshen this up. ",,,
6106,Charlie , Let me ask you a question. How do you like the beard? I'm thinking of growing one. Jenny's against it.,,,
6107,Mitchell ," Oh, well, I've - I've been very happy with mine.",,,
6108,Charlie ," That's it. I'm doing it. Look, I've made a fortune. I want to use it for some good. I need a lawyer to help me navigate. I like you. You get me. So, in or out?",,,
6109,Cameron , I'm very sorry.,,,
6110,Charlie , It's okay.,,,
6111,Mitchell ," Um, that's a very big question. You know, I'm obviously gonna have to go talk to my, um... bull in a china shop. I'll be right back.",,,
6112,Charlie ," Sure. Talk it over. It's a major life decision. Hey, jenny! The beard is on!",,,
6113,Gloria ," Okay, Lily, it's time to buy you beautiful shoes.",,,
6114,Claire ," Oh, no, no, no. I saw another really cute dress for her.",,,
6115,Gloria ," Ay, she has already six new dresses. What she needs is strappy shoes.",,,
6116,Claire ," Oh. Oh, oh. There's Alex. I'll -- I'll see you later. Alex, honey. Hi.",,,
6117,Alex ," Mom, I said I'd meet you at the car.",,,
6118,Gloria , Ugh. Here.,,,
6119,Claire , Thank you. Still wish you had a daughter?,,,
6120,Gloria , Manny didn't want me at the game today.,,,
6121,Claire ," oh, I'm sorry.",,,
6122,Gloria , It's okay.,,,
6123,Claire ," No, it's not okay. It sucks.",,,
6124,Gloria , I miss babies. They never tell you to go away.,,,
6125,Claire ," Yeah. Or wait in the car. I don't know about you, But I'm not gonna stand here and feel sorry for myself. You know what we should do?",,,
6126,Gloria , Get pregnant.,,,
6127,Claire , I was gonna say go for ice cream.,,,
6128,Gloria ," Okay, we'll do yours first.  ",,,
6129,Jay , Luke! Luke! It's hard to guard a player if there's no player near you!,,,
6130,Phil , We good in the hood?,,,
6131,Jay , This is a uniquely frustrating group of boys.,,,
6132,Phil ," I hear ya. Um, one thing that might help, instead of a zone, if you switch to a simple man-to-man.",,,
6133,Jay , I got this.,,,
6134,Phil ," Really? 'cause according to the scoreboard, The only thing you got is 4 points. Good luck.",,,
6135,Mitchell , I need to talk to you.,,,
6136,Cameron , I need to talk to you. Nice top.,,,
6137,Mitchell ," Come here. You... you... Cam. Cam, you have got to relax. I told you I wouldn't take a job...",,,
6138,Cameron , Take the job.,,,
6139,Mitchell , What?,,,
6140,Cameron , I want you to take the job.,,,
6141,Mitchell , I thought you liked having me home with Lily.,,,
6142,Cameron ," I don't. I mean, I do. I just… I miss my time with Lily, and I know it's selfish...",,,
6143,Mitchell ," No, I want the job!",,,
6144,Cameron , You do?,,,
6145,Mitchell ," Oh, my god, yes! I-I love Lily, but I hate baby talk.",,,
6146,Cameron , I wuv baby talk!,,,
6147,Mitchell , Oh.,,,
6148,Cameron , Let's go get this job.,,,
6149,Mitchell ," Let's get this job. Okay. Oh, no. It's locked. Guys?",,,
6150,Cameron ," Oh, my gosh. They not gonna hear us. We're trapped out here.",,,
6151,Mitchell , That's… stop being so dramatic. We'll just go through the garage.,,,
6152,Cameron , That's why he wants to hire you. You're good in crisis.,,,
6153,Mitchell , It's not opening.,,,
6154,Cameron , Push it again.,,,
6155,Mitchell ," Well, I'm, I'm hearing things. But it's not...",,,
6156,Cameron , Push it harder. ,,,
6157,Mitchell , That's not... maybe this one?,,,
6158,Cameron , I'm hearing something. What is that?,,,
6159,Mitchell ," No. Stop touching. Stop ... This... oh, that was it.",,,
6160,Cameron ," All right. Mitchell! Oh, my god! No!",,,
6161,Mitchell ," Oh, my god! No, Cam! Cam. Did we do that?",,,
6162,Cameron , What are we gonna say?,,,
6163,Mitchell , Oh. Oh. I will take the job.,,,
6164,Charlie , I kind of think you have to now.,,,
6165,Jay ," Guys, you're on the same team! Time-out! Time-out. Get over here. Guys, earlier, we practiced a few set plays. Did any of them involve wrestling the ball from your own teammate?",,,
6166,Manny ,, But you said to be aggressive.,,
6167,Luke , Yeah.,,,
6168,Jay , Not on your own team! Wait here. You got to coach. I can't take it.,,,
6169,Phil , You talkin' to me?,,,
6170,Jay , Yeah. I'm talkin' to you. You got to take over. I'm about to lose it out there.,,,
6171,Phil ," That sounds tough, coach.",,,
6172,Jay , What's your problem?,,,
6173,Referee ," Hey, coach. Tick tock.",,,
6174,Phil ," I was dealing with the coach, you pushed me aside. I was dealing with the boys, you pushed me aside. Believe it or not, Jay, there are some things that I am better at than you are. Bam! It's out there!",,,
6175,Jay ," Oh, for god's sake.",,,
6176,Referee , Coach!,,,
6177,Phil , He's calling you.,,,
6178,Jay ," Listen, I don't blame you for being angry. All right? I'm used to taking charge. That's all. I should have let you coach from the get-go.",,,
6179,Phil , And?,,,
6180,Jay , I love you.,,,
6181,Phil ," No, the barbecue. ",,,
6182,Jay ," Oh, for god's sake. I'm sure your steaks would've been delicious and not chewy.",,,
6183,Phil , Okay. I'll do it.,,,
6184,Jay , Thanks.,,,
6185,Phil , And so the student becomes the master. The once mighty...,,,
6186,Jay , You know what? Forget it.,,,
6187,Phil ," No, no, no, no. I'm good. I'm good. I'm good. Hey, hey, guys. Who wants to go out like a champ?",,,
6188,Boys , Yeah! Yeah!,,,
6189,Phil ," I love it! Okay, Jordie, you inbound to Luke. Manny, set a pick on Luke's man and roll to the bucket. Luke, you know what to do.",,,
6190,Luke ," No, I don't.",,,
6191,Phil , Bounce pass to Manny.,,,
6192,Luke , But dad... coach... Manny hasn't taken a single shot all season.,,,
6193,Phil , Then chances are he'll be open.,,,
6194,Referee ," Okay, guys, let's bring it out.",,,
6195,Phil ," Hey, hey. Bring it in. Let's show these guys what kind of team they're about to beat. Huh? ""li'l dribblers"" on 3. 1, 2, 3...",,,
6196,Boys , Li'l dribblers!,,,
6197,Referee ," Okay, red ball. Side out. Here we go.",,,
6198,Phil , What's my coaching philosophy? Give a kid a bird... Yes. ...And he becomes one of those weird dudes who walks around with a bird on his shoulder. But give him a pair of wings...And he can fly... Ohh! ...Unless he has absolutely no handeye coordination. Okay. I support you. ,,,
6199,Alex ," Can I get $20? A bunch of us are going to a movie, And we're gonna get something to eat afterwards. Jenna's brother's gonna take us home.",,,
6200,Claire ," Okay! Of course. Sweetie, you know what? Take $40.",,,
6201,Alex ," Oh, my gosh.",,,
6202,Claire , Yeah! That's right.,,,
6203,Alex ," Thanks, mom.",,,
6204,Claire ," Go on. Have a great time. Oh, Alex, honey. When you're out shopping, you might want to pick yourself up a training bra. I know you don't need one now, But pretty your little boobies are gonna come in soon. Mommy loves you, kitten! Mwah! Mwah! Teach her to screw with me.",,,
6205,Manny ," Luke passed to me, I shot the ball, and I almost made it.",,,
6206,Gloria ," Ay, I bought Lily the cutest little dress today.",,,
6207,Manny ," And then I stole the ball from the other team, Did a 360, and almost dunked it.",,,
6208,Gloria ," That's nice. Ay, I just had the best day today with Lily. That girl is so sweet.",,,
6209,Manny , I have a game next Saturday. You could come.,,,
6210,Gloria ," No, it's okay. I wouldn't want to embarrass you. I'll probably take Lily out for cupcakes. Mm-hmm.",,,
6211,Manny , Okay. Any suggestions?,,,
6212,Jay , I usually go with earrings. ,,,
6213,Alex ," Hey, mom.",,,
6214,Claire , That was 20 minutes.,,,
6215,Alex ," Mom. I am so, so sorry. I know it's no excuse, but I've been feeling a lot of pressure at school... You know, with friends. And I love you so much, And I appreciate everything you do for me. I'm still your little girl.",,,
6216,Claire ," Oh, honey. That is so sweet.  Modern Family",,,
6217,Phil , Howdeedo! What's up?,,,
6218,Claire , Guess who's here? Your dad! He drove his RV all the way from Cocoa Beach.,,,
6219,Frank ," Hey, son. Working hard? He's gonna say, ""hardly working.""",,,
6220,Phil , I meant to tell you he was driving out.,,,
6221,Frank , Did he say it?,,,
6222,Claire ," Oh, yeah!",,,
6223,Frank , Good kid!,,,
6224,Phil , He wasn't supposed to show up for a few more days.,,,
6225,Claire ," Well, guess what he brought us. A dog...To keep.",,,
6226,Phil ,," Yes! Yes. Yes, I should have told Claire about the dog. And I was going to. But I-I was just waiting for her to be in the right mood. Actually, I did get one ""right mood"" a couple nights ago, but...I cashed that in for something else.",,
6227,Phil , Am I in trouble?,,,
6228,Claire ," Oh, really, really big.",,,
6229,Phil ," Okay, I'm a little scared. How bad is this?",,,
6230,Claire ," Oh, well... We have a new rule... no sleeping in the bedroom.",,,
6231,Ben , Mr. Pritchett? Ben. Ben Dugan. I went to High School with Mitch. We were in the drama club together.,,,
6232,Jay ," That's right. Yeah. Geez, I didn't recognize you without that old-guy makeup on. You know, you and Mitch knocked ""the sunshine boys"" out of the park.",,,
6233,Ben , Mitch was really great in that. I always thought he should be an actor.,,,
6234,Jay ," Eh, he's got a real job now. He's a lawyer.",,,
6235,Ben , Ah.,,,
6236,Jay , How about you? ,,,
6237,Ben , Still acting.,,,
6238,Jay , Fantastic.,,,
6239,Ben ," Actually, it's exciting. I'm in a new movie... ""Maple drive""... just came out.",,,
6240,Jay , You're kidding me. Look at me... I know somebody famous.,,,
6241,Ben ," Uh, anyway, I got to go. Great to see you.",,,
6242,Jay ," Good to see you, too. Yeah. Kid's a movie star. Hey, how'd it go in there?",,,
6243,Many ," No cavities, and I got a free toothbrush.",,,
6244,Jay ," Hey, you want to go to the movies? I just heard about a good one.",,,
6245,Manny , But I'm supposed to be in school.,,,
6246,Jay ," You're supposed to floss, too, but you got away with that one. Come on. Let's go.",,,
6247,Jay ," One of the greatest days of my life was when my old man sprung me from school and took me to the track. I wanted to do the same type of thing for Manny. Plus, I figured when Gloria heard about it, maybe it pays off in the bedroom. I wonder if that's why my old man did it. Oh, crap.",,,
6248,Frank , Your mother-in-law just had to have the dog. Turns out she's allergic.,,,
6249,Claire , And the pet store didn't have a grace period or a return policy or anything?,,,
6250,Frank , I got him from the pound.,,,
6251,Phil , Was there a twister in Kansas? 'Cause there's a house in my driveway.,,,
6252,Frank ," Welcome home, Mr. Dunphy.",,,
6253,Phil ," Always a pleasure, Mr. Dunphy.",,,
6254,Frank ," Indeed it is, Mr. Dunphy. Place it there.",,,
6255,Phil ," Ah, I shall, I shall.",,,
6256,Frank , I miss this. Get in here!  ,,,
6257,Phil ," My dad is awesome. He's awesome. He's always up. He's always happy. I mean, he and I are best buds. We're like two peas in a pod or Siamese twins or a snake with two heads.",,,
6258,Claire , They've actually been all those things for Halloween.,,,
6259,Phil , Yeah.,,,
6260,Phil ," Hey, this must be Scout, huh?",,,
6261,Frank , I should warn you... he sheds. I made the mistake of letting him sleep with me on the road. Now my sheets look like two bigfoots did it. pardon the language.,,,
6262,Phil , How's mom?,,,
6263,Frank ," Speaking of big feet, eh? She is on a cruise with her girlfriends, some of which are not totally unattractive. Mm. Uh, that reminds me... she sent some gifts for the kids. Um, I will be right back. You three get better acquainted.",,,
6264,Phil , Will do.,,,
6265,Claire , Fun.,,,
6266,Phil , Will do.,,,
6267,Claire , I cannot believe you got a dog without consulting me. This was a major family decision.,,,
6268,Phil , It was wrong.,,,
6269,Claire , Yeah.,,,
6270,Phil , And I'm sorry.,,,
6271,Claire , Mm.,,,
6272,Phil ," But we have talked about getting a dog for years, and you're the only one who wasn't into it.",,,
6273,Claire , Because I knew that I would be the one taking care of it.,,,
6274,Phil , That's not true.,,,
6275,Claire , Oh.,,,
6276,Phil ," No, we will all help.",,,
6277,Claire , Mm-hmm.,,,
6278,Phil , This is a great chance to teach the kids responsibility.,,,
6279,Claire , That is exactly what you said about Luke's paper route. [OPENING CREDITS] ,,,
6280,Woman , Hello? Is anyone in there?,,,
6281,Ben , Red's a good color on you.,,,
6282,Woman , Aah!,,,
6283,Jay , It's just a movie.,,,
6284,Haley ," Oh, he's so cute!",,,
6285,Alex , Look at his little face.,,,
6286,Luke ," I always wanted a dog. Thanks, grandpa.",,,
6287,Claire ," Okay, but remember, having a dog is a major responsibility. Everyone in the family has to pitch in.",,,
6288,Dylan ," Can do, Mrs. D.",,,
6289,Claire ," Not you, Dylan.",,,
6290,Dylan ," Oh, phew. 'Cause I got a lot on my plate right now.",,,
6291,Phil ," Hey, look who's here. Uncle Cam.",,,
6292,Cameron," Hey, we heard about the new addition, And we had to come right over!",,,
6293,Frank ," Cameron, so good to see you again. Now, that is a shirt.",,,
6294,Cameron," Oh, well, thank you, Frank. I get them online. I'll send you a link.",,,
6295,Frank ," Oh, well, at home, I smoke sausages. I'll send you a link.",,,
6296,Phil , classic.,,,
6297,Frank , And this must be Lily.,,,
6298,Cameron," Oh, yes. She just couldn't wait to meet the new doggy. I think she's good right here. Let me get in there and get some of that dogginess. Oh, there it is.",,,
6299,Dylan ," Haley, I got to go.",,,
6300,Haley , What's wrong?,,,
6301,Dylan , That was Brian. He just quit the band.,,,
6302,Haley , What? Why?,,,
6303,Dylan , He's moving to Portland. His parents got back together.,,,
6304,Haley ," Oh, that sucks.",,,
6305,Dylan , I know. Now we're gonna have to cancel the gig tomorrow.,,,
6306,Haley , Maybe you can find another drummer.,,,
6307,Dylan ," No, I think it's too late for that now.",,,
6308,Cameron, I play drums. ,,,
6309,Dylan , Huh?,,,
6310,Cameron," Well, I mean, I haven't played in a while since Lily's come along, But if you're in a jam... I can jam.",,,
6311,Dylan ," Well, you know, I totally would, But I'm not sure we like the same sorts of music, you know?",,,
6312,Cameron," Oh, what, because I'm gay I'm just gonna want to play show tunes?",,,
6313,Dylan ," No, because you're old.",,,
6314,Cameron," Wow, that hurt more, Dylan.",,,
6315,Haley , Give him a chance. It's better than canceling.,,,
6316,Dylan ," You're right. Don't want to lose the deposit on that fog machine. Okay, let's do it.",,,
6317,Cameron," I used to be a music teacher, But I gave that up as soon as Lily came along.",,,
6318,Mitchell ," Yes, well, we just felt that it was really important that one of us stayed home to raise her, so...",,,
6319,Cameron," Yeah, and that's not a judgment on other people's choices. It's just that we happen to be a very traditional family.",,,
6320,Mitchell ," Yes, that's what the disabled lesbian shaman who blessed Lily's room said, too.",,,
6321,Jay ," How you doing, buddy? All right, relax.",,,
6322,Claire ," I'm telling you Phil, the man was crying.",,,
6323,Phil ," That is impossible. My dad is the happiest guy on earth. It probably just sounded like he was crying. Have you heard the noises he makes when he gets out of a chair? Claire ; No, I know what I heard. I think this has something to do with your mom.",,,
6324,Phil , What?,,,
6325,Claire ," Yeah, he came here alone. Think about it.",,,
6326,Phil , She's on a cruise.,,,
6327,Claire ," Yeah, and they never take separate vacations, so...",,,
6328,Phil ," No. No, if something was wrong, my dad would tell me about it. ",,,
6329,Claire ," No, Phil, he wouldn't, because you guys never actually talk about anything.",,,
6330,Phil , We talk all the time. He crank-calls me at work like three times a week.,,,
6331,Claire , Crank calls don't count.,,,
6332,Phil , It counts for fun.,,,
6333,Claire ," No, honestly, I think that you should find out what's going on with your dad.",,,
6334,Phil , It's going to be nothing. My dad isn't like your dad. There's nothing deep and dark inside. His hard candy Shell is just...Hiding more candy.,,,
6335,Alex , I think he wants to go out. Go boy.,,,
6336,Phil , Smart dog.,,,
6337,Claire ," I hate to break it to you, but I think all dogs can do that.",,,
6338,Luke , I'm gonna play outside. Ow! What happened?,,,
6339,Cameron," Okay, should I just play a little something?",,,
6340,Dylan ," Yeah, but, you know, if it doesn't work out, Don't feel bad.",,,
6341,Cameron," Well, hopefully this is... this is like riding a bicycle and will all come back to me. That's the loud one. So...Here we go. Hm.... Oh, silly me. I had the sticks in the wrong hands.",,,
6342,Dylan , Wow.,,,
6343,Neal ," Dude, you should label those sticks.",,,
6344,Manny , Is that the alarm? Has our perimeter been breached?,,,
6345,Jay , It's not the alarm. The doorbell won't stop ringing.,,,
6346,Manny , Maybe a demon is ringing it.,,,
6347,Jay , Not a demon.,,,
6348,Gloria , Ay! Who keeps ringing the doorbell?,,,
6349,Manny , We're pretty sure it's a demon.,,,
6350,Jay ," Oh, yeah? There. If it were a demon, it would keep on ringing.",,,
6351,Manny , Not if he's already inside. I'm getting a weapon.,,,
6352,Gloria ," What were you thinking? Who takes a little boy to a horror movie? That's loco, Jay.  Jay ; This is no big deal. You want scary? When I was his age, I lived through the Cuban missile crisis. I slept with a butter knife under my pillow in case I had to fight some soviet colonel.",,,
6353,Gloria , Why would they send a soviet colonel to get a little boy?,,,
6354,Jay , Because I could identify every commie plane.,,,
6355,Gloria , What are we talking about?,,,
6356,Jay ," Look, all I'm saying, being scared is part of growing up. Manny will get over this. It builds character.",,,
6357,Manny , I'll take the first watch. You two might as well get some rest. It's gonna be a long night.,,,
6358,Gloria , Character.,,,
6359,Phil , Dad?,,,
6360,Frank , Come on in. It's open.,,,
6361,Phil , Hey.,,,
6362,Frank , Don't tell me... you need a cup of sugar.,,,
6363,Phil ," Nah, just, uh... I was just wondering, I don't know, uh... anything on the old noodle?",,,
6364,Frank ," Other than a bad toupee? I'm kidding, of course. This is my real hair.",,,
6365,Phil ," Well, okay.",,,
6366,Frank , Wait a minute. I want task you something. Am I'm putting you in a bad position with this whole dog thing? Claire seemed a little...Put out.,,,
6367,Phil ," Oh, don't worry about it. Claire didn't like me at first, either.",,,
6368,Frank , I can't blame her. Dismissed.,,,
6369,Phil ," Oh, dad, um, you know what? I, uh... Claire saw something, and she'd kill me if I... if I didn't ask.",,,
6370,Frank , What is it?,,,
6371,Phil ," Would you wear pants to breakfast, for crying out loud?",,,
6372,Frank , You got me again. Right in the funny bone.,,,
6373,Phil , All right.,,,
6374,Claire ," Come on, Scout. Let go of it. No, no, no! Ugh! Dog. Look at this!",,,
6375,Phil , How did he get a hold of your bra? ,,,
6376,Claire ," Well, uh, we were out on a date, and he has a really nice car, so... how do you think? He got it out of the laundry basket. I can't take my eyes off that dog for a second.",,,
6377,Phil , Why don't you just keep him in the crate?,,,
6378,Claire , I tried that. He figured out how to get out. I thought you were dealing with your dad.,,,
6379,Phil ," Oh, yeah. I did. He's fine, so...",,,
6380,Claire ," Whoa, you got that from a two-minute conversation?",,,
6381,Phil ," I asked him point-blank if he was okay. He said he was, so I just... just swapped some jokes and moved on.",,,
6382,Claire ," Phil, the man needs more of a push than that.",,,
6383,Phil ," Look, if he wants to talk to me about it, he will. Geez, someone's panties are in a bunch.",,,
6384,Claire , I thought I was showing concern and...,,,
6385,Phil ," No, right there.",,,
6386,Claire ," Oh, my God. That damn dog.",,,
6387,Luke ," Guys, a little help. I have to go to the bathroom, And I'm not gonna do it in here.",,,
6388,Mitchell ," Hey, I got Chinese.",,,
6389,Craig , Sweet. I'm starving.,,,
6390,Mitchell ," Oh, we have guests.",,,
6391,Cameron," Yeah, hey. We were just having a little jam session. You know Dylan. This is Craig. This is Neal.",,,
6392,Mitchell , I'll always remember him as the stranger holding my baby. Can I talk to you in the kitchen for a second?,,,
6393,Cameron," Uh, yeah. Uh, hey, guys, let's... let's just take five.",,,
6394,Mitchell , what's up with you and Jump street?,,,
6395,Cameron," Oh. Oh, well, their drummer quit, And I'm gonna fill in for him tomorrow night.",,,
6396,Mitchell ," No, no. We have Pepper's après-ski fondue party tomorrow night, Cam.",,,
6397,Cameron," Oh, no.",,,
6398,Mitchell , So you'll just have to tell your band that they're gonna have to find someone else. ,,,
6399,Cameron," You know what? No, I'm not gonna let these fellas down. I made a commitment.",,,
6400,Mitchell ," You made two commitments, okay? And you know how Pepper is. Everything has to be perfect. He gets mad if you don't wear a big sweater.",,,
6401,Cameron," Yeah, I remember. I got so hot last year, I almost went facedown in the Gruyère.",,,
6402,Mitchell , So I'm going by myself. Is that what you're saying?,,,
6403,Cameron, I just feel like I kind of need this.,,,
6404,Mitchell , To round out your college applications?,,,
6405,Cameron," It's just that because I'm always home with Lily, I just feel like I'm going a little bit stir crazy. Look at the den. Every time I finish painting it, I start all over again. It's like the Golden Gate Bridge. I'm gonna go back to jamming.",,,
6406,Manny , Aah!,,,
6407,Jay ," Yeah, we got to fix this.",,,
6408,Jay ," Hey, what's with the big sweater at a concert? Is that a gay thing?",,,
6409,Mitchell ," No, dad, it's for my friend pepper's après-ski fondue... Yeah, yeah, it's a gay thing.",,,
6410,Claire , I hope they start soon. I don't think Scout likes to be left alone.,,,
6411,Phil , You love the dog.,,,
6412,Claire ," No, I don't love the dog. I love my couch, and the dog was looking at it like it was a giant sausage.",,,
6413,Frank ," Good news, you two. You're getting your driveway back. I'm hitting the open road in the morning.",,,
6414,Claire ," Oh, already?",,,
6415,Frank , Yeah.,,,
6416,Phil ," Anxious to get home and see mom, huh?",,,
6417,Frank ," No, I'm just gonna drive wherever the wind blows me, which is usually into the next lane.",,,
6418,Alex ," Can we get some sodas, grandpa?",,,
6419,Frank ," Okay, but just one. I'm driving. Come on. ",,,
6420,Phil , He's not going home? He's never been away from my mom for longer than a doctor's appointment.,,,
6421,Claire ," Honey, I know. I told you.",,,
6422,Phil , I always felt bad for people with emotionally distant fathers. It turns out I'm one of them. It's a miracle I didn't end up a stripper.,,,
6423,Dylan ," Hey, thanks, everybody, for coming out. These are some songs we wrote. 1, 2! 1, 2, 3! ♪ baby, don't leave me ♪ ♪ I just, I want you to know ♪ ♪ I want you to know ♪ ♪ there's something inside me that I cannot control ♪ ♪ I cannot control ♪",,,
6424,Haley , Our boyfriends totally rock!,,,
6425,Mitchell ," I know, right?!",,,
6426,Mitchell ," Well, the plan was to watch him for 10 minutes and then run out to Pepper's party. ♪ ...My veins ♪ ♪ my blood runs... ♪",,,
6427,Mitchell ," But he was so great up there, how… how could I leave? ♪ but don't be afraid ♪ ♪ I'll be your vampire ♪",,,
6428,Mitchell , It was his moment.,,,
6429,Dylan , Come on!,,,
6430,Mitchell , Wow! ,,,
6431,Haley , I know!,,,
6432,Mitchell ," And his moment went on for a really... really long time. Turns out, I could have run to the party and made it back for the end... of his moment.",,,
6433,Gloria ," Manny, go brush your teeth and get ready for bed, okay?",,,
6434,Jay , Your bed.,,,
6435,Manny , Can I watch TV?,,,
6436,Gloria , Only 10 minutes.,,,
6437,Manny , Okay.,,,
6438,Ben ," Hey, Jay, it's Ben Dugan. I got your message. Uh, yes, I'm happy to help out. I'll swing by tonight.",,,
6439,Gloria , What's that?,,,
6440,Jay ," That's Ben. That's the guy who was in the movie. I figured when Manny sees him, sees how nice he is. He'll realize it's all pretend.",,,
6441,Gloria , You think that will work?,,,
6442,Jay , That guy's a sweetheart. Manny's gonna spend two minutes with him. He'll explain how the movie's made. He's even bringing his fake machete. Thing's made of rubber.,,,
6443,Ben ," Hey, are you Manny? I'm here for you! Look what I got.",,,
6444,Manny ," Aah! Mom, he's here!",,,
6445,Gloria , Que pasó?! Que pasó?! Que pasó?! Ay! We're gonna need a bigger bed.,,,
6446,Jay ," Oh, geez.",,,
6447,Mitchell ," Oh, my God. I think that's him.",,,
6448,Cameron, Hey! You stayed.,,,
6449,Mitchell ," Yeah. Well, you know, I'm... I'm with the band.",,,
6450,Cameron," I thought the gig was a little sloppy in spots, but I think once I learn all the songs...",,,
6451,Mitchell , I thought... I thought this was a one-time thing.,,,
6452,Cameron, Are you kidding? We destroyed in there. Did you hear that one lady screaming my name?,,,
6453,Mitchell , That was Phil. He had a red bull. ,,,
6454,Cameron," Hey, guys, good gig, huh?",,,
6455,Dylan ," Yeah, totally awesome.",,,
6456,Cameron, Heck of a gig.,,,
6457,Brian ," Hey, guys.",,,
6458,Dylan , Hey. I thought you were in Portland.,,,
6459,Brian ," No, my parents broke up again. I'm not moving. I can stay in the band.",,,
6460,Cameron," Well, this... this is awkward.",,,
6461,Dylan , Uh...,,,
6462,Mitchell , Cam.,,,
6463,Cameron," Oh, a-awkward for me. Good luck following that, Ringo.",,,
6464,Frank ," I believe this belongs to you. I don't want to drag the house along with me. Come here, you little monkeys.",,,
6465,Haley ," Bye, grandpa, we'll miss you.",,,
6466,Frank , I wish I could take you with me.,,,
6467,Alex ," Yeah, drive safe, grandpa.",,,
6468,Frank , I'll try.,,,
6469,Claire , You sure you don't want to stay for breakfast?,,,
6470,Frank ," No, I ought to be hitting the road. Whelp...Adiós.",,,
6471,Phil ," Dad, hold on.",,,
6472,Frank , Hmm?,,,
6473,Phil , Can I talk to you for a second?,,,
6474,Frank , Sure.,,,
6475,Claire , Guys.,,,
6476,Phil , I don't think you're being honest with me. I-I know something is going on with you. What's up?,,,
6477,Frank ," Something up? Well, my boxers are, uh, riding a little high.",,,
6478,Phil ," I'm not in the mood for jokes right now, Although you nailed that.",,,
6479,Frank , Thanks. Thanks.,,,
6480,Phil , Great stuff.,,,
6481,Frank , Thanks. It's nothing.,,,
6482,Phil ," Oh, it's nothing? Nothing to do with mom?",,,
6483,Frank , No! Well...Yeah. I've fallen in love. ,,,
6484,Phil ," Oh, my God! Who is she?",,,
6485,Frank , He.,,,
6486,Phil , What?,,,
6487,Frank ," It's that little guy right over there. Come on over here. Come on. Come on. There you go. Oh, look at him. Driving across country, this little bastard nuzzled his way right into my heart. Didn't you?",,,
6488,Phil ," So, this is just about you not wanting to leave the dog? Well, you should tell mom.",,,
6489,Frank , Those three days on the road with him were the happiest of my life.,,,
6490,Phil , You should leave that part out.,,,
6491,Luke , I don't want to keep Scout if it makes grandpa sad.,,,
6492,Claire ," Yeah, I know, sweetie, but grandma has allergies, so Scout has to stay with us.",,,
6493,Phil ," Well, she could always just get some allergy shots.",,,
6494,Claire ," Honey, you don't want to put her through that.",,,
6495,Frank ," Well, hell, back in the day, I got a vasectomy for her.",,,
6496,Phil ," Dad, dad, please. Scout's... Scout's your dog. He should go with you.",,,
6497,Frank ," Okay, you twisted my arm. Thanks, son. Thanks for poking through the armor.",,,
6498,Phil , You're poking through the armor down there.,,,
6499,Frank , What?,,,
6500,Phil , Made you look.,,,
6501,Frank ," You are a treasure. Come on, Scout. Let's mosey.",,,
6502,Claire ," Oh, oh, oh, oh, wait. He loves that.",,,
6503,Frank ," Oh, I bet he does.",,,
6504,Frank ," No, scout. This time, I drive.",,,
6505,Phil , You still got it! ,,,
6506,Kids ," Bye, grandpa!",,,
6507,Phil ," Love you! Bye, dad.",,,
6508,Luke ," Bye, grandpa! I love you!",,,
6509,Phil ," Luke, stay! Luke, stay!",,,
6510,Luke , Come back soon! I'll see you later!,,,
6511,Phil ," Luke, stay!",,,
6512,Claire , Luke!,,,
6513,Phil , Stay!,,,
6514,Jay , Frank.,,,
6515,Frank ," Hey, Jay! Good to see you.",,,
6516,Jay , Great to see you. Didn't expect to find you here.,,,
6517,Frank ," Well, listen, when my granddaughter's boyfriend's band plays an under-21 club with my daughter-in-law's brother's gay partner, I show up. That's just how I was raised.",,,
6518,Jay ," I don't think you met my wife, Gloria.",,,
6519,Gloria , Hola.,,,
6520,Frank ," Well, it's a pleasure. You are a lovely woman.",,,
6521,Gloria , You must be Frank.,,,
6522,Frank ," Okay, then. You are hotter than a Las Vegas sidewalk on the 4th of July. Did I go too far?",,,
6523,Jay ," Not you, Frank. No. ",,,
6524,Phil ," I can't believe I'm saying this, but I think I might have actually gotten even closer with my dad.",,,
6525,Claire , I can't believe he took my dog.,,,
6526,Phil ," Bye, pop!  Modern Family",,,
6527,Jay ," Oh, I forgot to ask, did it hurt?",,,
6528,Gloria , What hurt?,,,
6529,Jay , When you fell and landed on earth.,,,
6530,Gloria , Fall from... Oh. Because I'm an angel! Why are you so sweet?,,,
6531,Jay , Maybe just 'cause I'm so damn happy.,,,
6532,Gloria , Today is Jay's birthday. So I'm taking him to Hawaii for a whole week.,,,
6533,Jay ," Big suite in Maui, just the two of us. Got Manny tied up in the backyard... big bowl of kibble. I'm kidding. He's staying with Claire and Phil.",,,
6534,Gloria ," This whole thing was a big surprise. I did it all myself... The flight, the hotels. Cost me a fortune, but it was worth it.",,,
